brand,creative_id,ocr_text,char_len
amazon_india,1581652063300340_0,"MATHEMATICS Fcosprites ""uou. SCLEMcience Tun Tigkt dyutindg DIVOCAEC Couic-|",76
amazon_india,1582726150233250_0,,0
amazon_india,1609110707449213_0,friendi happy Is nar eyDa Mappi,31
amazon_india,1610140344015207_0,Mne,3
amazon_india,1611377727091040_0,,0
amazon_india,1625010518974205_0,Ncs HORTRO` 0,13
amazon_india,1625103048585665_0,ORACURA ~SB1OO  sonic Lut clegtalt Datteay Oplaatcd Tootwdrush,62
amazon_india,1641704313558129_0,Deal,4
amazon_india,1654646382261954_0,,0
amazon_india,1656367693163091_0,,0
amazon_india,1657142675355613_0,,0
amazon_india,1663397014753927_0,1 3 1,5
amazon_india,1684664245920864_0,"Rrnd 12, SUN [45 (RESTITHO",26
amazon_india,1686915829090331_0,,0
amazon_india,1704394567531756_0,5,1
amazon_india,1719946435875735_0,,0
amazon_india,1724520588830058_0,HINDYA HINDYA Amla Pouder Bhringraj TTou der HINDYA HINDYA MINDYA Shikakai Vowder Hibiscus Towder Reetha Toudcr,111
amazon_india,1726941611762774_0,,0
amazon_india,1733970660979841_0,"IYER AATHU"" Your {amily deserter (he bei Vatthal Kozhambu Pownar A testumony t0 0 mother"" $ @rt 0f cooking (r ~Deen preserved rhrough gonerationg",145
amazon_india,1734496817584650_0,,0
amazon_india,1737812683827789_0,"Great Freedom Sale Live Now amazon in Samsung Galaxy S25 Ultra 5G Starting 9 {89,999 ""Incdin, Annnbonk 6% Gscount ndotner Dirers months No Cost EMI"" 10% Instant Discount"" Hor Wank an Crent Candondersyehitcansectnns",214
amazon_india,1744281549954641_0,,0
amazon_india,1754248732674206_0,,0
amazon_india,1770068384187516_0,,0
amazon_india,1790720688964410_0,,0
amazon_india,1864370581205865_0,TImEX,5
amazon_india,1886100122348172_0,Deal,4
amazon_india,1944554766123207_0,"amazonin GETFITE 4HP motorized treadmill DAS 52,390 7716,499* 1"" - 5""h January owcimox",86
amazon_india,1956328188280923_0,"Great Freedom Sale Live Now amazon in Sony Headphones 749,990 {36,990"" 10% Instant Discount"" Hor Wank an Crent Candondersyehitcansectnns",136
amazon_india,1963108381112455_0,cardo ~FREECOM Mtercos uttd Tcardo Lu NteRco Cardo Toban,56
amazon_india,1978840772761419_0,,0
amazon_india,1983068695661332_0,Hrens 0lont NO Embo * 75 Uz0 Hisense OFFICIAL SPONsOR WoaLE Br ULED MiniLED 21CH audlo System Tunted By DEVIALET Nalive L44Hz Relresh Rale HI-Vicw Engine,153
amazon_india,1997181120916545_0,Astii Me,8
amazon_india,1998075560815767_0,,0
amazon_india,2002441610400897_0,Removes up to 4X more plaque 2 eX Ennly Juy I beatXP VIBE {pnr E 07< obln,73
amazon_india,2046673159275369_0,Newv 2026 Global & Indias Nol ConvertibleBin] Al Smart Energy Savings Bespoke AI,80
amazon_india,2062869591281849_0,HAA,3
amazon_india,2103968956997327_0,"Great Freedom Sale Live Now amazon in OnePlus Nord CE6 740,999 {34,999' NNever Settle months No Cost EMI 10% Instant Discount"" Hor Wank an Crent Candondersyehitcansectnns",170
amazon_india,2120287698872109_0,,0
amazon_india,2161718301332303_0,,0
amazon_india,2170953116778388_0,"amazonin Super Valuc Days  amazon fresh Frdta Sumana Clean big, save bigger! Flat %300 cashback"" on cleaning essentials Ariel",125
amazon_india,2181627515950596_0,PRIDE SCOOTER PLUS I0-S0 Lntou Glide Boor 80t-90 120 ML,55
amazon_india,2198354860948101_0,,0
amazon_india,2232927990814919_0,,0
amazon_india,2418869865205665_0,,0
amazon_india,2445557472938883_0,,0
amazon_india,2477849186066884_0,D,1
amazon_india,2498548737331589_0,cardo ~FREECOM Mtercos uttd Tcardo Lu NteRco Cardo Toban,56
amazon_india,2546975375761278_0,,0
amazon_india,2561661324254129_0,"B482 30 (Pulsations 12 CITIZEN B 10 Eco-Drivo Fsp Exo F1zo { 2"" 7Tt3""",69
amazon_india,25723910800552136_0,"amazonun Lab grown diamonds Up to 25% off HOnA REFREOH SALE| Exbra 10%scashback *on prepaid orders HSBC Jo  Instent Dlecount"" Lsu",129
amazon_india,2575131852940672_0,Deal,4
amazon_india,2594177477745970_0,heman1sJustice FEREGADES  MAIFR MaA SHE WAnTS  {VENGEANCE,57
amazon_india,2631183560614849_0,"Dmatonin Bestsellers 40 - 70% off REFREOH SALE| Jastdch Casio Extra 10 5 cashback""on prepaidorders Jor Instent Dlecounte iann HSBC",130
amazon_india,26828845983460596_0,,0
amazon_india,27494570770208783_0,VEGa VEGA Alt Pursreul VEGA Style  I600w Yory VEGA,50
amazon_india,27671984095787303_0,WILDHORN OMame,14
amazon_india,27826555433664347_0,"Great Freedom Sale Live Now amazon in Starting 349* Home & Kitchen products Free dellvery on first order"" 10% Instant Discount"" Hor Wank an Crent Candondersyehitcansectnns",171
amazon_india,2809389449416189_0,PRC SHOE CREAM,14
amazon_india,28525237440394652_0,80 32 cM Al Sound Pro (9.1.2 Up-mix) Precision HDR Master Pro Lc SMARTTVA 7LG Shield webos LG Channels,102
amazon_india,28566891046247418_0,amazonin Minbo%0ff8 Monsoon Essentials for Home ShopHon Huenetnnautcnum-,72
amazon_india,2861547507521849_0,5 Spinbrush PRO+ GUM HEALTH 2XUORE  FlaQuereMovAL 3,51
amazon_india,2869113923433600_0,,0
amazon_india,2918869871796387_0,"Great  Freedom Sale Live Now amazon in The Indus Valley Kadhai 43,849 {2,099"" 10% Instant Discount"" Hor Wank an Crent Candondersyehitcansectnns",143
amazon_india,2944220329247543_0,,0
amazon_india,3190191091186845_0,PRC SHOE CREAM,14
amazon_india,3197875920404772_0,38885,5
amazon_india,3367315920086435_0,Dmatonin Bestselling footwear picks 50-80% off crocs pUMA' REFREOH SALE| Co JaraIngtantdiccount HSBC Ean4,105
amazon_india,3383199528525465_0,VEGa VEGA Alt Pursreul VEGA Style  I600w Yory VEGA,50
amazon_india,3638592642959565_0,,0
amazon_india,37170414175890486_0,BRAun Series 3 8 in Easy & Fast Styling: BaRlte,47
amazon_india,37709810145276403_0,Bezvoi PorLlbi Caluirijates Tro,31
amazon_india,3911444095829318_0,BACK CHALK BOARD FRONT WHITE BOARD,34
amazon_india,3944671842501719_0,,0
amazon_india,4460530814180014_0,,0
amazon_india,4562426090706577_0,Ducgl WARGAL INR 1000 CAlLouty Wellcis c :uccln) ANN  423124 STEAM Banished DEA- Ulu Download and play thousands of your favorite games MAC STEAMOS,147
amazon_india,4628320980716275_0,NO,2
amazon_india,4831606400399597_0,"DORLAND S WAX MEDIUM eeeaenndel eeiese and resin Io be mixed wilh oll paint, ~powdereuekoeud L D ""tonpalble line ar malerials. Excellent for encauslc paib Mnetan eat9 ctoleclive coaling lor painlings, Wood, plasll, meblc Knbue Tealin) Medlum . Resists cracking and dries more Ttthw",281
amazon_india,696790256833024_0,"amazon fresh Super Value DAYS | Every Fri-Sun Available at amazon.in Saveupto 45% off ""TBC Apply",96
amazon_india,712045441960275_0,"Dmatonin Bestsellers 40 - 70% off REFREOH SALE| Ua Casio Extra 10 o cashback""on prepaidorders Jo  Instent Dlecount"" iann HSBC",125
amazon_india,779093718485837_0,"Dmatonin Made to move REFRR9H SALE| Min: 50% off Bccbol I0rIngtantdiccount"" HSBC",80
amazon_india,804845415937387_0,"amazonin GETFITE Walking pad with incline DAS '33400 78,999* 1"" - 5""h January Sp4R032",85
amazon_india,815663921255359_0,Dmatonin Trendy shoes at best price REFREOH SALE| 50-80% off Crocs PUMA JaraIngtantdiccount HSBC,96
amazon_india,859557130211544_0,NGARO,5
amazon_india,869557799561531_0,five lements S |.F five lements Te shampoo grcen apple IOuX VECAN PARABEN FRE? conditioner ulcen apple aloe 1CO% VEGAN PARABEN FREE,131
amazon_india,880485241795425_0,,0
amazon_india,880618857941725_0,,0
amazon_india,888158257086031_0,Earthen Connect Uno WW Naiuteg Viusi Tivoniuh Tey ivna v LAKADONG TURMERIC,74
amazon_india,900452635702834_0,"amazonin Upto % Intense coffee, 250FF pure bliss Extraup to F200 cashback"" Hnacont 'MhW BRU BRU BRU GoLd GOLD",109
amazon_india,905834955882718_0,heman1sJustice FEREGADES  MAIFR MaA SHE WAnTS  {VENGEANCE,57
amazon_india,915816511546138_0,D,1
amazon_india,916151154842811_0,RODE RODE,9
amazon_india,923848480741628_0,Bezvoi PorLlbi Caluirijates Tro,31
amazon_india,947427211689230_0,"Rrnd 12, SUN [45 (RESTITHO",26
amazon_india,951031221325807_0,"DORLAND S WAX MEDIUM eeeaenndel eeiese and resin Io be mixed wilh oll paint, ~powdereuekoeud L D ""tonpalble line ar malerials. Excellent for encauslc paib Mnetan eat9 ctoleclive coaling lor painlings, Wood, plasll, meblc Knbue Tealin) Medlum . Resists cracking and dries more Ttthw",281
amazon_india,953597221038883_0,Deal,4
amazon_india,968207286264322_0,PRC SHOE CREAM,14
amazon_india,979576178382434_0,11 12 10 11 12 10,17
amazon_india,983151207879301_0,,0
amazon_india,987163980756056_0,,0
amazon_india,999032499394325_0,,0
amazon_india,999878735997642_0,NOVA,4
bewakoof,1005241105682883_0,BewakosF Slcb 3 # 1,19
bewakoof,1007679125502282_0,Bewakc ALL NEW Classic Fit T-Shirts Starting 499 K ^ 1R6 2$ MRkNG,65
bewakoof,1009821538542337_0,BewakooF,8
bewakoof,1012764488244102_0,Bewake cou Cluzie FitT Shirts BUY 3 FOR 71199 CREATE Good STORIES,65
bewakoof,1019175960925276_0,Bewake ecou Cic FttT Shits BUY 3 FOR <1199,42
bewakoof,1020462457479716_0,"Bewake com MAD IN india NOW LIVE Buy 3 For ?1,199 MOOD",54
bewakoof,1025187143655789_0,Bewakoof ED Ctessie FtT Shits BUY 3 FOR ?1199 MORE UPSETi,57
bewakoof,1025730763762778_0,Bewake Acon Everyday Essentials SOLID POLOS Crafted for Style,61
bewakoof,1028347386755710_0,Bewako BUY 2 at 1199 'TScibts @Lbdsizbd,39
bewakoof,1033904995930698_0,bewakoof EoD Classic Fib Tshirbs GOUDC? COWARDLY Doo thl BUY 3 FOR '1199,72
bewakoof,1035838682769993_0,Bewake imdte BUY 3 FOF 81199,28
bewakoof,1035914692531374_0,Bewake ecou Cic FttT Shits BUY 3 FOR <1199,42
bewakoof,1036141839276591_0,Bewakosf,8
bewakoof,1037906655641896_0,MAD_ IN ieia Bewakoof BUY 2 FOR 81199,37
bewakoof,1040289755487495_0,"Bewake Wala - W india PCKER FACE FLAT Extra 3200 OFF 50- 80%e On Orders Worth =1,999",84
bewakoof,1041796135388135_0,Bewakoof CLASSIC FIT TShirtS BUy 3 For {4799 whAever,52
bewakoof,1042712868715820_0,~Sigtalwre POLOS Crafted In Premium Fabric Bewakosf,51
bewakoof,1042962438482899_0,"Bewake Mad ilmada 5680r sas5Y Extra =200 OFF On Orders Worth ?1,999",67
bewakoof,1044447404630040_0,Bewak 10OO+ Fresh Prints J UNR Jala SiR DEiu Raha FHAIL The Ovehsized Edit Pick 2 T-Shirts For <1199,100
bewakoof,1046832194945568_0,Bewakocf eom DESIGNS OF THE WEEK BERRE; BLOD  CHAEC TARONES HODUSE TE DRAGDN Hdeee Ollic 4ez),93
bewakoof,1050961311249395_0,bewakodf com THE ELEVATED ESSENTIALS PoTOS UP TO 60% OFF,56
bewakoof,1051973150536713_0,Bewako OVERSIZED & GRAPHIC BUY ANY 2 T-SHIRTS AT<1199 Vi8es,59
bewakoof,1053424510393085_0,bewako con Wav DND j # Notdintunt BUY 3FOR 31199 CLASSIC FIT T-SHIRTS HUNCHARTED,80
bewakoof,1055040527013086_0,ewakosf Sh; PUFF PRINT WO4RE ghot,33
bewakoof,1056827590026234_0,bewakCCf GRESK AS Daisy PRICE DROP AlERT BuY ANY 3 AT 4499,58
bewakoof,1057250273560399_0,"Bewako com INDIA SALE SALE - MAD INI MAD IN INDIA = MAD` india NOW LIVE FLAT 508039 Save Even More Extra <200 OFF ON Orders Worth <1,999 IN INDIA MAD  JINDIA SALE __ MAD SALE",174
bewakoof,1059594643242626_0,Bewako OVERSIZED & GRAPHIC BUY ANY 2 T-SHIRTS AT<1199 Vi8es,59
bewakoof,1060360693087232_0,BewakeF,7
bewakoof,1060521459666588_0,Bewako OVERSIZED & GRAPHIC BUY ANY 2 T-SHIRTS AT<1199 Nmwid,59
bewakoof,1062262526198260_0,bewako con Wav DND j # Notdintunt BUY 3FOR 31199 CLASSIC FIT T-SHIRTS HUNCHARTED,80
bewakoof,1063774012687133_0,Bewake com MAD IN Tdia 50-80%e SAVE EVEN MORE EXTRA 2200 OFF on orders Of 21999,79
bewakoof,1064301113131048_0,Bewako OVERSIZED & GRAPHIC BUY ANY 2 T-SHIRTS AT<1199 Nmwid,59
bewakoof,1064906425984612_0,"Bewake MAD India 56801 Yes Wslo Cc Extra =200 OFF On Orders Worth 21,999",72
bewakoof,1067172356265897_0,Bewake com Roomy Pockets Baggy Fit Premium Fabric ANTI-BASIC JOGGERS,68
bewakoof,1067726069544501_0,Bewake EOn Roomy Pockets Baggy Fit Premium Fabric ANTI-BASIC JOGGERS,68
bewakoof,1068231639090866_0,"bewakoof con MAD tmta 50-803e 8ilitive WLD Extra 3200 OFF On Orders Worth 21,999",80
bewakoof,1068454072359839_0,Bewako The Oversized Edib 3 Pick 2 T-Shirts for <1199,53
bewakoof,1069052662167275_0,Bewake ttdiea BUY 3 FOR 81199,29
bewakoof,1073561798630352_0,Bewako OVERSIZED & GRAPHIC BUY ANY 2 T-SHIRTS AT<1199 Vi8es,59
bewakoof,1073675628575402_0,Bewaka Ocom N E W WINDCHEATERS DROP Heavy on Protection Quick Dry Rain Proof Light Weight,89
bewakoof,1093564873348384_0,Bewake ttdiea BUY 3 FOR 81199,29
bewakoof,1309480187697443_0,Bewakoof ED Ctessie FtT Shits BUY 3 FOR ?1199 MORE UPSETi,57
bewakoof,1311809327696336_0,Bewake com MAD IN teia 50-808e SAVE EVEN MURE eroraersz00.799 on orders of 21999,80
bewakoof,1319178980287833_0,Bewako THE ELEVATED ESSENTIALS POLOS UP TO 6O8 OFF,50
bewakoof,1337826441401328_0,BewakOOF,8
bewakoof,1339041077957478_0,Bewake ttdiea BUY 3 FOR 81199,29
bewakoof,1348228763957631_0,bewakodf ~Sigtalwre POLOS Crafted In Premium Fabric,51
bewakoof,1350395430596158_0,Bewak Lcom MAD IN idia 50-80%l Dt SAVE EVEN MORE EXTRA 2200 On orders of 9.995,78
bewakoof,1352693959775261_0,Bewakosf,8
bewakoof,1353087793616261_0,Bewak om) ~Sytalwre POLOS Crafted in Premium Fabric,51
bewakoof,1354333960178139_0,"Bewake Clztic FttFShirtz BUY 3 FOR *1199 {CREATIVE LAZY ""Mdde ON OFF Waiinida",77
bewakoof,1354501432998021_0,Bewako OVERSIZED & GRAPHIC BUY ANY 2 T-SHIRTS AT<1199 Nmwid,59
bewakoof,1358131945899078_0,Bewake Lcon Everyday Essentials SOLID POLOS Crafted for Style,61
bewakoof,1361265069450963_0,"Bewakd com idta peAce INNER nOW LIVE Buy 3 For <1,199",53
bewakoof,1373774128272671_0,Bewako Classic Fibg Tshirbs AvOiD BUY 3 FOR 1199,48
bewakoof,1374173980741186_0,Bewako The Oversized Edib 3 Pick 2 T-Shirts for <1199,53
bewakoof,1377169491173878_0,BewakOOf coM TimeLeSS PICKS CLASSIOT-SHIRTS Permanent Daytrearer STARTINGAT 499,79
bewakoof,1377224947687540_0,bewakodf com THE ELEVATED ESSENTIALS PoTOS UP TO 60% OFF,56
bewakoof,1380071360744946_0,Bewake EOn Roomy Pockets Baggy Fit Premium Fabric ANTI-BASIC JOGGERS,68
bewakoof,1390069693076601_0,"Bewakoof MAD AN Tela Now LIV E FLAT 508022 Dc Save Even More Extra<200 OFF ON ~Orders Worth ?1,999",98
bewakoof,1392352546205380_0,Bewake imdte BUY 3 FOF 81199,28
bewakoof,1409158444411955_0,bewak Eigtalwre POLOS Crafted In Premium Fabric,47
bewakoof,1425151879469943_0,Bewake LLLV w Oowrselk,22
bewakoof,1429203239047599_0,Bewakof Acom  DESIGNS OF THE WEEK 1 CAAEe MARONES HODUSE TPEE DRAGDN Hdmet Ollice 33 768),89
bewakoof,1430628832456230_0,Bewake I0OO+ Fresh Prints The Ovehsized Edit Pick 2 T-Shirts For ?1199 74c,74
bewakoof,1435460951824665_0,Bewakor OVERSIZED T-shirts BUY 2 FOR '199 DEAD poql MeroMni a Woun,66
bewakoof,1479952053967750_0,Bewako THE ELEVATED ESSENTIALS POLOS UP TO 6O8 OFF,50
bewakoof,1484237676841841_0,Bewak Acom CLASSIC FIT L TSHIRTS DO Not Disturb BUY 3 FOR 71199 DND,67
bewakoof,1485784633355013_0,Bewak 10OO+ Fresh Prints J UNR Jala SiR DEiu Raha FHAIL The Ovehsized Edit Pick 2 T-Shirts For <1199,100
bewakoof,1489169406588809_0,Bewake Acon Everyday Essentials SOLID POLOS Crafted for Style,61
bewakoof,1515838533141272_0,Bewak om) ~Sytalwre POLOS Crafted in Premium Fabric,51
bewakoof,1523364472405112_0,"Bewakd com idta peAce INNER nOW LIVE Buy 3 For <1,199",53
bewakoof,1528440812363099_0,Bewake EOn Roomy Pockets Baggy Fit Premium Fabric ANTI-BASIC JOGGERS,68
bewakoof,1529083745124118_0,MAD_ IN ieia Bewakoof BUY 2 FOR 81199,37
bewakoof,1535460564736023_0,Bewako Classic Fib Tshirbs 'CouraCE cowardly Doo Tht BOV 3 FOR 1199,67
bewakoof,1535696464182346_0,Bewakof,7
bewakoof,1536541704815157_0,Bewake LcoM CLASSIC FIT T-SHIRTS Love VIBE: GARIEN Buy 3 for *1199 (ady CnCR,76
bewakoof,1541366093648314_0,Bewaka acom AlI Season Gear Rain Proof Quick Dry 1 € 0 M | € Light Weight NE Wa WINDCHEATERS DROP,97
bewakoof,1556816449471495_0,Bewake Ecom Just Dropped STRAIGHT-FIT TRACK PANTS,49
bewakoof,1557708935902217_0,~Sinalwre_ POLOS Crafted In Premium Fabric Bewakoof,51
bewakoof,1568308201359943_0,"bewak Plus 5ize Plus Size Tees Starts AT 699 M 3XL, 4XL; 6XL? Thab Perfect Fib Exisbs",85
bewakoof,1568536024949709_0,Bewake WORKOUT JOGGERS TRACK PANTS,34
bewakoof,1571202637936809_0,Bewakocf ~Sutulwe POLOS Craftedin Premlum Fabr- Starts @t '799,62
bewakoof,1572174880974776_0,Bewako Oversized T Shirbs BUY 2 FOR 71199 BATMAN,48
bewakoof,1572897014348349_0,Bewak Leor JOGGERS Start at R1099 899,37
bewakoof,1574018517510231_0,"Bewake MAD India 56801 Yes Wslo Cc Extra =200 OFF On Orders Worth 21,999",72
bewakoof,1583676166628933_0,New Drop WINDCHEATERS Style That Blocks the Wind Quick Dry Light Weight DIC Rain Proof Bewake,93
bewakoof,1587148846355547_0,Bewake ttdiea BUY 3 FOR 81199,29
bewakoof,1588325989573684_0,Bewako coM 0 L PMT €R / IhE BLACK BUY 2 FOR; 831199 'FOREYER We ARe,67
bewakoof,1591206522626376_0,BewakosF,8
bewakoof,1592721342211162_0,Bewake to JOGGERS a 5899 71039 Sbart,36
bewakoof,1599067555082857_0,~Sigtalwre POLOS Crafted In Premium Fabric Bewakosf,51
bewakoof,1599619645103069_0,"Bewako com imdia Now LIVE FLAT 50803 OFF Save Even More Extra <200 OFF ON Orders Worth <1,999",93
bewakoof,1612430527121754_0,MAD IN idia BewakooF NEvER  BUY 2 FOR 81199,43
bewakoof,1620878116333857_0,Bewako The Oversized Edib 3 Pick 2 T-Shirts for <1199,53
