video_id,score,overperformed,labelable
Dp52Wi4o8Cc,0.49197439484905703,0.0,True
BUno2fNEi00,0.628490249577095,0.0,True
HPjwlZ6knHg,0.6046164035962864,0.0,True
ez9lIxgWRiE,0.5927133514098349,0.0,True
VCq3a1G4GjI,0.6056717470975743,1.0,True
XV7fM7Z8-_E,0.3318212209433063,1.0,True
eDQA62mQWp0,0.423398411700959,0.0,True
kL4_pMZhnYM,0.4177153162910628,1.0,True
5E_JY7DgvlE,0.36879826559981854,0.0,True
Xw2dQv_3wYo,0.42756832214624163,1.0,True
HW3nKVEM0sU,0.4779842755859437,1.0,True
Yppr9COGl0o,0.5378548997226307,0.0,True
bxt34uNoH94,0.4137685423353005,0.0,True
7Z-Dx6RfVLA,0.5648447365746949,0.0,True
M8PL8ZRMkok,0.5779818663601619,1.0,True
2wU0VqQsxl8,0.46082269433831585,0.0,True
XIPLVh53sKo,0.46276722909369433,0.0,True
gIIQFZ8g354,0.5012269870792263,0.0,True
STok7NC5DIk,0.39379826559981856,0.0,True
3C6vUlziL64,0.44438761472082866,0.0,True
otxhoU2ILTU,0.387161722735421,0.0,True
qtpnaXptn7Q,0.3962867448624914,0.0,True
wfPCsAmGg_g,0.42825551683534524,0.0,True
q7yZmnS8Tfg,0.43007456922399356,0.0,True
j9_QIRdLlsQ,0.42461337539230426,0.0,True
fdMyj-xrIwE,0.38574420043504637,nan,False
5y7E425gpyY,0.38358240336358285,nan,False
wu0EPn0Tqok,0.46847225216522814,nan,False
A9zty9cNrzI,0.3950913447139862,nan,False
uzflE3U6bog,0.40859029416399234,nan,False
qJGr1tKP4ug,0.38358240336358285,nan,False
l4NjkutmMPM,0.31875930652236545,nan,False
yEK5MM7S6_8,0.397704267162866,nan,False
wMsGj6sW_1E,0.4177153162910628,nan,False
vcjwnP_-UNE,0.4434015392936157,nan,False
iFzXCrs4hCA,0.5715902105557278,1.0,True
ZLwrGNktE6c,0.3363876222839012,0.0,True
XDbvezvNGNo,0.6638836491301336,1.0,True
3_BWrk1_bRc,0.6401300198327944,1.0,True
ktZmTvIy8Vs,0.5753047586942615,1.0,True
z0Pmgj6vL5Y,0.5619230705984264,1.0,True
Dmic1EYveEw,0.5781477621260671,1.0,True
74NV88E_apk,0.5834099229922634,1.0,True
a5AnJXNyPJM,0.6670526117393164,1.0,True
kivJ90a2Mhc,0.6089184983378734,1.0,True
qYTixAmlsso,0.6230746127059491,1.0,True
e1wu76vhkrE,0.5814193074706094,1.0,True
3qlliFfCvIk,0.2828648783698728,0.0,True
g3bZ8P6TNg4,0.5263521153176326,1.0,True
Hfo_JHX8G6M,0.6793929083893929,1.0,True
uouNjFuJ3QU,0.612074781805748,1.0,True
yYhVUuWPIJk,0.34555137967346505,0.0,True
MuhB1RMe8tU,0.4259046587787109,0.0,True
leG2zyVdCaU,0.6608223861392064,1.0,True
3m7lyX7eT4U,0.5804935928486129,1.0,True
lZk9OVAiP54,0.7375748935938011,1.0,True
aOyM0rlF13s,0.570823754789272,1.0,True
iNoLH3fDZeI,0.5751882305182676,1.0,True
dd7R5Wp29Gg,0.616195201326471,1.0,True
fUxVGOAUsbg,0.2776782649399282,0.0,True
oBklYEn_f-Y,0.17013416690836045,0.0,True
zvbROEzgy5g,0.41108636878160587,0.0,True
pKGroj6Fckc,0.2936326508740302,0.0,True
7QG5zAwp3vM,0.5229987588509981,0.0,True
s7LPQPXgJ3w,0.7281539981610844,0.0,True
IjJ4q3ll07Q,0.43586689070284795,0.0,True
ZpykCCAQ8WQ,0.3962867448624914,1.0,True
uCQtUjL_4eI,0.37117429402274194,0.0,True
hVf-3OmtVU0,0.4815112750506719,0.0,True
K6mzhTJZTB0,0.41058589210970037,1.0,True
MjNLw-sJymg,0.4554933605066722,0.0,True
M5SrNzCnqLY,0.6012467520944581,nan,False
l_8sIDkIl4g,0.5036364037129031,nan,False
cXAq8N_g0zs,0.5841852790505215,nan,False
05k0LI9UE1U,0.4377033608416239,nan,False
R3xvH8NEJiA,0.5177692304872392,nan,False
NyJnARv3qok,0.451503140652565,nan,False
U83x38-PT6g,0.5804505727217,nan,False
qqeckLOzVeA,0.6027095016954653,nan,False
C6cUZHGZ940,0.6355140262036814,nan,False
Bn1PSMuPzDs,0.6450376323510653,nan,False
-TYnAWJ-03Q,0.6553503355209112,1.0,True
9hRKR8L0WPo,0.4324652414183464,0.0,True
NhVLEdwI3jY,0.4529023658789197,0.0,True
Ryhq7JG9mwI,0.9089387979469429,1.0,True
OotT-p8bQPI,0.6490211808046598,1.0,True
arBcqEC4QdA,0.6630347576160384,1.0,True
H97RFCtsaGI,0.39627575518696373,0.0,True
9bMZRtOceHk,0.7522709775670218,1.0,True
7JaIW0ijYGA,0.5992645278526866,1.0,True
SqFqSywdHzE,0.4422521720881293,0.0,True
ShTY_jkMsVA,0.4479903530495692,0.0,True
zjDYkAcnioc,0.6739194667766096,1.0,True
29eifeHc5Jo,0.6673738618439079,1.0,True
MpE_WjhYz7k,0.3739068034265312,0.0,True
-kH8tXyNkIo,0.8467426276999298,1.0,True
uesPy3Xmfrg,0.9804743226730874,1.0,True
Kq-Bns4alu8,0.7783339068765336,1.0,True
62UZJTg3uWk,0.7047382794893602,1.0,True
HU-wFN42sMs,0.9336302588612316,1.0,True
KqWUMVLJLLo,0.6914661162820349,1.0,True
faiqd9Crpmg,0.6692276021080368,1.0,True
zTdvwUe25lQ,0.7116672402098669,1.0,True
yddr6F34UjQ,0.9346938775510203,1.0,True
QG_4waNX2yk,0.9346938775510203,1.0,True
6-6o1bHKwEA,0.8895345889484275,1.0,True
br1gFtaykyw,0.8309974747474748,1.0,True
zc45nIJkUkw,0.7304688677823006,1.0,True
DtLfDCEF6vQ,0.674080254669333,1.0,True
66wlcKazGwE,0.40708550090472356,0.0,True
LVn3Rxuntk8,0.3397400218361918,0.0,True
1TrtsDxa-DY,0.6703087049132777,1.0,True
or4P0p_ojkM,0.7434632172213611,1.0,True
GFM_3D8GdXs,0.636205322525363,1.0,True
WLkbFQfBr5g,0.7783989533932327,1.0,True
Hbkhtf9pQkc,0.6174460514294741,1.0,True
i2sHGWgQI18,0.4034946109440775,0.0,True
xKvhWTQ0PHM,0.34138478100742253,0.0,True
O5iMvU2pMEM,0.7296310766878543,1.0,True
GaPASPa9mzs,0.3528115941040648,0.0,True
A2Yn0s0sOv0,0.17884337884337884,0.0,True
wSoeGvUYtsk,0.49976614535918057,0.0,True
D6dtKCyhuY4,0.31781335243599396,0.0,True
DpdRznDQbR4,0.3531735850542911,0.0,True
BlvFUsauwqE,0.6646208011375657,1.0,True
2k6Yj4-Wc4g,0.37315642169027174,0.0,True
MkxFgs4-zF8,0.44186700844714616,0.0,True
WbodkJGhqME,0.8801484230055658,1.0,True
kNdMA4LXhSA,0.7070947009588654,1.0,True
hpnrwyR9Y5E,0.2929954523174677,0.0,True
xwfOwg5tB1o,0.33878737841001993,0.0,True
QKWtgO2_5d8,0.6669196517122784,1.0,True
LHtsxXv6bS0,0.642849029365794,1.0,True
UEgxzC6w2Ng,0.3831424527403815,0.0,True
ujUwBLKU0t8,0.6601903967975395,1.0,True
KSXexPK2rnI,0.6186286576662285,1.0,True
XOFDXfXzOWc,0.46300488124399947,1.0,True
_cdKCUKct6A,0.6012490847958828,1.0,True
RQhmFb1iQVk,0.5354010659941012,1.0,True
hnMIdbiXbF8,0.43919171615273045,0.0,True
SnRCi-UBs98,0.6177811606383035,1.0,True
K2D2LCDdS28,0.6264008099476079,1.0,True
zZ6UU0m_e_M,0.39161038118632435,0.0,True
YAHPd7ojNoQ,0.2491632723356096,0.0,True
OP3g1IeoNrU,0.4044321917606089,0.0,True
OnU1gMBvF64,0.41913283859143735,0.0,True
xLbJ0gfkDQw,0.44686165537727696,0.0,True
o9DXw3B_i8w,0.4484367309716949,0.0,True
9tl1ST7HA0A,0.3923399709067291,0.0,True
kfZYGFENfWA,0.30889914302122834,0.0,True
AOXLyLnDzT8,0.506910078706503,0.0,True
03bGOYJFdSA,0.48209420446276285,1.0,True
JabD6biXtM4,0.42461337539230426,0.0,True
pjypYUyZmSo,0.5091849615743033,0.0,True
4eucogj_coA,0.4544374129530345,0.0,True
5APB5APGPWY,0.3962867448624914,0.0,True
IGt6JoNyLaM,0.3909224486063545,0.0,True
qOyGhgjnldI,0.41913283859143735,0.0,True
yfwmpdQznSg,0.481050316178841,0.0,True
A7CJtsEmC68,0.4653207988601957,0.0,True
0pPuW7gU8CM,0.5229987588509981,1.0,True
-jhQRiHwYvk,0.49849270613160596,nan,False
vC14BSU-fno,0.6467104705688598,nan,False
XO04VjKNTjw,0.6379957495027307,nan,False
7fIMpheDNSw,0.4784870018193151,nan,False
vY8HzZetohM,0.45281376700814924,nan,False
j_QGbavOlKc,0.5195767517800384,nan,False
0PM-bW-cf9o,0.549882872709791,nan,False
ps-K6p2DerE,0.6212714328510996,nan,False
Ya8ZhDOPxbo,0.4362858385412493,nan,False
zCTFnuvdKYM,0.49888248343304153,nan,False
S0JTGTunSks,0.26079747942012094,0.0,True
55t_0rpTzqw,0.14320041277356602,0.0,True
2JfSh95D_j0,0.2669739500083562,0.0,True
7seba8UlGdE,0.5946487941655136,1.0,True
WcAU9zqHw2I,0.6602054030625459,1.0,True
rQo6zr1nHvw,0.7320002748574177,1.0,True
iYpEZ5zsNF0,0.3477573781391749,0.0,True
U2BGvFfvL0g,0.36767556268000096,0.0,True
nTQiA5CTOOc,0.6592692341966324,1.0,True
zCY_Wjstea0,0.7560953927025356,1.0,True
UOwGITJEvoA,0.4322877033060178,0.0,True
buFJ-vMmY4g,0.5934924696642916,1.0,True
smWBSKELQi0,0.5427601621137698,1.0,True
wosjgrtJ4XE,0.3004732175030159,0.0,True
nCx5zNfckUc,0.37082490745618174,0.0,True
IEkI8mmIvvU,0.6808428674500102,1.0,True
-XchHXgJA0U,0.6108024305956478,1.0,True
6FVO5r9PQuk,0.6590995724308533,1.0,True
KTQpqTRR9Jc,0.7793628802659394,1.0,True
NHGiy0gNJLM,0.34221489369041025,0.0,True
KBA3Blgzsl8,0.7088808173717631,1.0,True
K0jZ8r3VEi4,0.6085035800209351,1.0,True
PzQnwUnw8SM,0.6446643708941552,1.0,True
KDWN3RUsGlk,0.8332624009258216,1.0,True
XsmBMXdQf1M,0.8320614513377752,1.0,True
HKGQPE0dl0k,0.6056742254674427,1.0,True
8i3l7gM1MhM,0.6085035800209351,1.0,True
0UxtzXWlIdY,0.6382723789620341,1.0,True
O_w95nFQiB8,0.6859815901166588,1.0,True
7uAydWNknvQ,0.6360145555958363,1.0,True
xTfqEr8KFpE,0.5946487941655136,1.0,True
rLY8C2Nlo88,0.6423655203194425,1.0,True
vtxe1KSEHLY,0.6607361021261005,1.0,True
i0hrqvCB5bI,0.6793473686034999,1.0,True
3s2a-9hYKbQ,0.6458891637463066,1.0,True
0F2l-aMwdjc,0.6333799752377288,1.0,True
hlYt82_orI8,0.6423655203194425,1.0,True
knpgBYkBtZk,0.7475095341166769,1.0,True
xIBSMm0m6yE,0.6423655203194425,1.0,True
TY2gUuyymfI,0.7213697226310397,1.0,True
bn_XIvLboUU,0.44393140683188026,0.0,True
midTGIBz8Ik,0.6429548914458371,1.0,True
aoQO441HLCo,0.41243991782171463,0.0,True
rzyZPx-_Vwo,0.6423655203194425,1.0,True
E15lzlzSMAk,0.6372290181132694,1.0,True
zgIZrJTZYZc,0.4324652414183464,0.0,True
BeL6MzkPQy4,0.6630347576160384,1.0,True
X6caV-bRcgA,0.23104250466514617,0.0,True
mMoIu1dKXVo,0.6194740052783838,1.0,True
rsAEuZroWls,0.35813443042137727,0.0,True
U0wrRaY0qw0,0.22882569258626512,0.0,True
mg8vRlMIyMI,0.41097569463158024,0.0,True
SChhwm8-H5M,0.38737640164309894,0.0,True
8NwMXvaY0Fc,0.3522303188834629,0.0,True
Ipz7V_3dEg4,0.6085035800209351,1.0,True
m86cidRtUas,0.45531133514729244,0.0,True
-v8kOCLRABQ,0.3864419713854811,0.0,True
xVn4oGvr9qI,0.42710094516220953,0.0,True
XhaTCzKrEtE,0.6176833171310012,1.0,True
0mhYfwN_Lo8,0.32375231738969223,0.0,True
SaEvkTb7kyU,0.3131880971880972,0.0,True
D35cp6A2ozo,0.3512541101653187,0.0,True
Od7SIomGbVE,0.24078354978354977,0.0,True
_vrcIB0-SiY,0.22404949767213916,0.0,True
ZR2D3sFBGw8,0.23165656565656567,0.0,True
dlDo2wTcAwU,0.2501393242772553,0.0,True
2czTYQj3H00,0.2292802380408106,0.0,True
hdpoKxBKCwU,0.15927784891165173,0.0,True
WBF_Qml2blY,0.23798398712191818,0.0,True
3DkcFxTMqhI,0.16396082772140025,0.0,True
wcmhRCnWrlU,0.3014857911084326,0.0,True
86C_KRAGy4Y,0.27882569258626516,0.0,True
OeB2cxQDodA,0.3950748055989174,0.0,True
AcaLyN6Opys,0.28853550665759203,0.0,True
qiLeJqfcq1o,0.5750951229603901,1.0,True
Oi1_hdEJP1I,0.4290911557722635,0.0,True
hmAgy6MTAvs,0.16396082772140025,0.0,True
7aiKdMXuNDM,0.32398982302422924,0.0,True
FN9lZve0hok,0.14547806910071062,0.0,True
OHrQZyL_ulQ,0.411022518017218,0.0,True
zgFoS3Kyt2E,0.7360685198886973,1.0,True
bSM1Hd013eM,0.2211036848642574,0.0,True
hPt6Rn7lGc0,0.5741627220279891,1.0,True
WhnsKPmHNcQ,0.6140730570202927,1.0,True
ckzwJ51Iqcs,0.23165656565656567,0.0,True
w-kzCpHYK24,0.6466407310336019,1.0,True
HCjWjmOhQms,0.6894287260358689,1.0,True
cO7QrpIWIO0,0.665333608190751,1.0,True
2O2Lg9qoeIQ,0.572372551494456,1.0,True
YDeZR5eIcEE,0.5694706399165522,1.0,True
oInTV7G-R2o,0.38336493150534895,0.0,True
doczmXmQcP4,0.6739194667766096,1.0,True
UMDVD35LQSg,0.6732750896057348,1.0,True
F2AHohqepPc,0.671084972199796,1.0,True
_1FXx2G1Gtg,0.6306136073377452,1.0,True
rtHLO_GYlBA,0.7405861334432763,1.0,True
mWwYbTWf_ds,0.6713290378249465,1.0,True
_L-wVtUT384,0.44105110000420494,0.0,True
oh3lnb9Wj08,0.6446820765767901,1.0,True
zYrXoBhnaaY,0.7662126947553214,1.0,True
OaylI4a82T8,0.8909438775510203,1.0,True
IXYnN0Sbp9c,0.6562612161112215,1.0,True
ayjv0bnVCRA,0.6760635198135199,1.0,True
Uet-GeWdKK4,0.4497755626760361,0.0,True
OITXpjXDWnQ,0.36821483809419425,0.0,True
uU0yb5LnYTc,0.3596732434727482,0.0,True
ubJFKaOUCHg,0.208207434142918,0.0,True
ylYp6ou4cac,0.3455795830200613,0.0,True
0QJEUaICYec,0.2766901927636077,0.0,True
J7YBMquq1gg,0.31972260677719017,0.0,True
nSMrzwDLEAk,0.32919747740874683,0.0,True
fC5FMD_lU4A,0.37133025086185034,0.0,True
POC_eHUQ_kk,0.26302287441886996,0.0,True
1dhl_0pFLv0,0.3174619681580245,0.0,True
2YWIkOlaVyg,0.3834835618158808,0.0,True
PJNLXF7N4oo,0.6726485281101099,1.0,True
tpeAapzrY2c,0.42303321332302424,0.0,True
Rz2FWiJq4Mw,0.6345466536478408,1.0,True
0nIn49ZP_xw,0.4127860687805244,0.0,True
D1MzAMdnoRw,0.6633532909742587,1.0,True
x9WwWzm6Dbc,0.35495189158316587,0.0,True
Q-Q9yp8l0KI,0.5833729260927487,1.0,True
CdCA7YKpmfU,0.4197187947952866,0.0,True
hxYvvYXeQOo,0.1794249084249084,0.0,True
eiM-lXZ16Lg,0.43242313629419515,0.0,True
q8VMYRXhWuw,0.32194033656297805,0.0,True
gOFXgBEUiCw,0.36227039468914535,0.0,True
QmEfoF41awI,0.29711332681048097,0.0,True
rGRd8cryNsc,0.31419134494026635,0.0,True
uBL9fNRJrbo,0.4018084756074809,0.0,True
saWFbonW_aw,0.39472680543958794,0.0,True
1dbuMOPfzyg,0.4159448302263769,0.0,True
sgaYRQXjlVg,0.6269439735300022,1.0,True
tGFiyaCoBdA,0.6716077164003431,1.0,True
SJsqAVfbzks,0.4701429396015384,0.0,True
sJc9P4avOL0,0.3657632220390076,0.0,True
NQknUirtVKk,0.3252065520872581,0.0,True
1jhpgjf6WfQ,0.2805535295879358,0.0,True
uxUlW1Suf18,0.2954183944528007,0.0,True
d0Y8tMieZzg,0.2673588069814485,0.0,True
sokOiOSPz80,0.7370816775596175,1.0,True
_QVBNTPdjEw,0.39161038118632435,0.0,True
TdEXY4pNfEQ,0.36162478679069443,0.0,True
kLRAr2Ayz4M,0.4044321917606089,0.0,True
KiXOaYiUccU,0.30328529879029326,0.0,True
hAOTUhfg7sE,0.33461331694788077,0.0,True
CcQhTjcrr3A,0.19199161606811538,0.0,True
_MluK1KitWg,0.24074971882484117,0.0,True
IF3tfrcwt7E,0.14977053054472408,0.0,True
jt3mWId63vw,0.24752081495093048,0.0,True
TDWz3YPuYH8,0.3962867448624914,0.0,True
koBofTO2d1Q,0.3877397983807544,0.0,True
f1vS5JyE-2M,0.5022867516328631,0.0,True
pJJfWZBTlcU,0.3883729859107212,0.0,True
ln4bbNjtTkQ,0.4073341365285244,nan,False
6_Bi7NKO1pY,0.489411801752452,nan,False
65wzp8VgaOs,0.41913283859143735,nan,False
zREhIPW8CZg,0.5573259012426566,nan,False
cCBVmZN1Qq4,0.4377033608416239,nan,False
FJPuC29DIgQ,0.44491334582467124,nan,False
w3hs6PcwomE,0.3364416217928705,nan,False
rNAuZWNgG5s,0.46367261692056,nan,False
-t45q-tz41w,0.4472456638992136,nan,False
QQxAXIxDs2M,0.5202644779033777,nan,False
Q76zHUZJjDo,0.2847899922219342,0.0,True
bsdWt3jlhkg,0.5582088796381306,1.0,True
MOMFQRVng1M,0.28190368650601383,0.0,True
YSd2UN8XHes,0.19408557034363486,0.0,True
HOwuyX-vKIA,0.6196778174440721,1.0,True
kTjvQkK-xiM,0.3175276415578348,0.0,True
aPoXWHikIzE,0.21256832896432448,0.0,True
X7Qcrz6wkS0,0.28231254287066826,0.0,True
y5s65QJ8p9o,0.2766901927636077,0.0,True
I_d-B-uUdfc,0.14280351906158356,0.0,True
4pAudf-YTs4,0.6011922304411471,1.0,True
yofHxn5R298,0.6501658374792704,1.0,True
mCQkHt_mLSY,0.35265839452241526,0.0,True
